timestamp,pid,event
0,4005,GetFileSize
1,4005,FindFirstFileW
2,4005,CloseHandle
3,4005,ReadFile
4,4005,GetFileSize
5,4005,CreateFileW
6,4005,ReadFile
7,4005,GetFileSize
8,4005,OpenProcess
9,4005,CloseHandle
10,4005,ReadFile
11,4005,GetFileSize
12,4005,_wcsicmp
13,4005,FindFirstFile
14,4005,FindFirstFileW
15,4005,FindFirstFile
16,4005,FindFirstFile
17,4005,FindNextFileW
18,4005,OpenProcess
19,4005,CreateFileW
20,4005,CloseHandle
21,4005,ReadFile
22,4005,CreateFileW
23,4005,_wcsicmp
24,4005,ReadFile
25,4005,CreateFileW
26,4005,_wcsicmp
27,4005,CreateFileW
28,4005,FindFirstFileW
29,4005,ReadFile
30,4005,FindFirstFile
31,4005,CreateFileW
32,4005,GetFileSize
33,4005,CreateFileW
34,4005,CreateFileW
35,4005,FindFirstFile
36,4005,ReadFile
37,4005,FindFirstFileW
38,4005,OpenProcess
39,4005,OpenProcess
40,4005,CloseHandle
41,4005,ReadFile
42,4005,GetFileSize
43,4005,FindNextFileW
44,4005,OpenProcess
45,4005,CreateFileW
46,4005,CloseHandle
47,4005,ReadFile
48,4005,CreateFileW
49,4005,FindFirstFile
50,4005,OpenProcess
51,4005,FindFirstFileW
52,4005,GetFileSize
53,4005,GetFileSize
54,4005,FindFirstFileW
55,4005,FindNextFileW
56,4005,GetFileSize
57,4005,ReadFile
58,4005,ReadFile
59,4005,GetFileSize
60,4005,FindNextFileW
61,4005,CreateFileW
62,4005,OpenProcess
63,4005,_wcsicmp
64,4005,ReadFile
65,4005,ReadFile
66,4005,GetFileSize
67,4005,FindFirstFile
68,4005,GetFileSize
69,4005,VirtualAlloc
70,4005,WriteFile
71,4005,WriteFile
72,4005,HighEntropyFile
73,4005,CloseHandle
74,4005,HighEntropyFile
75,4005,VirtualAlloc
76,4005,HighEntropyFile
77,4005,WriteFile
78,4005,HighEntropyFile
79,4005,WriteFile
80,4005,HighEntropyFile
81,4005,BusyLoop
82,4005,HighEntropyFile
83,4005,VirtualAlloc
84,4005,WriteFile
85,4005,RapidFileWrite
86,4005,BusyLoop
87,4005,HighEntropyFile
88,4005,WriteFile
89,4005,BusyLoop
90,4005,VirtualAlloc
91,4005,VirtualAlloc
92,4005,WriteFile
93,4005,WriteFile
94,4005,VirtualAlloc
95,4005,CloseHandle
96,4005,WriteFile
97,4005,WriteFile
98,4005,WriteFile
99,4005,HighEntropyFile
100,4005,CloseHandle
101,4005,WriteFile
102,4005,WriteFile
103,4005,VirtualAlloc
104,4005,HighEntropyFile
105,4005,WriteFile
106,4005,HighEntropyFile
107,4005,HighEntropyFile
108,4005,WriteFile
109,4005,WriteFile
110,4005,WriteFile
111,4005,CloseHandle
112,4005,RapidFileWrite
113,4005,HighEntropyFile
114,4005,VirtualAlloc
115,4005,CloseHandle
116,4005,HighEntropyFile
117,4005,HighEntropyFile
118,4005,HighEntropyFile
119,4005,CloseHandle
120,4005,WriteFile
121,4005,RapidFileWrite
122,4005,HighEntropyFile
123,4005,HighEntropyFile
124,4005,VirtualAlloc
125,4005,WriteFile
126,4005,VirtualAlloc
127,4005,WriteFile
128,4005,RapidFileWrite
129,4005,CloseHandle
130,4005,CloseHandle
131,4005,WriteFile
132,4005,VirtualAlloc
133,4005,WriteFile
134,4005,HighEntropyFile
135,4005,CloseHandle
136,4005,BusyLoop
137,4005,WriteFile
138,4005,BusyLoop
139,4005,HighEntropyFile
140,4005,HighEntropyFile
141,4005,VirtualAlloc
142,4005,HighEntropyFile
143,4005,HighEntropyFile
144,4005,CloseHandle
145,4005,BusyLoop
146,4005,VirtualAlloc
147,4005,VirtualAlloc
148,4005,BusyLoop
149,4005,WriteFile
150,4005,HighEntropyFile
151,4005,WriteFile
152,4005,CloseHandle
153,4005,BusyLoop
154,4005,WriteFile
155,4005,HighEntropyFile
156,4005,WriteFile
157,4005,BusyLoop
158,4005,RapidFileWrite
159,4005,HighEntropyFile
160,4005,WriteFile
161,4005,CloseHandle
162,4005,CloseHandle
163,4005,BusyLoop
164,4005,HighEntropyFile
165,4005,CloseHandle
166,4005,WriteFile
167,4005,CloseHandle
168,4005,WriteFile
169,4005,WriteFile
170,4005,HighEntropyFile
171,4005,HighEntropyFile
172,4005,WriteFile
173,4005,WriteFile
174,4005,HighEntropyFile
175,4005,BusyLoop
176,4005,WriteFile
177,4005,WriteFile
178,4005,WriteFile
179,4005,WriteFile
180,4005,HighEntropyFile
181,4005,CloseHandle
182,4005,VirtualAlloc
183,4005,HighEntropyFile
184,4005,HighEntropyFile
185,4005,CloseHandle
186,4005,WriteFile
187,4005,HighEntropyFile
188,4005,WriteFile
189,4005,WriteFile
190,4005,HighEntropyFile
191,4005,BusyLoop
192,4005,WriteFile
193,4005,CloseHandle
194,4005,VirtualAlloc
195,4005,WriteFile
196,4005,ShadowCopyDelete
197,4005,EarlyTermination
198,4005,WriteFile
199,4005,WriteFile
200,4005,HighEntropyFile
201,4005,HighEntropyFile
202,4005,WriteFile
203,4005,WriteFile
204,4005,WriteFile
205,4005,WriteFile
206,4005,WriteFile
207,4005,CloseHandle
208,4005,WriteFile
209,4005,CloseHandle
210,4005,WriteFile
211,4005,WriteFile
212,4005,WriteFile
213,4005,WriteFile
214,4005,WriteFile
215,4005,CloseHandle
216,4005,HighEntropyFile
217,4005,CloseHandle
218,4005,HighEntropyFile
219,4005,CloseHandle
220,4005,HighEntropyFile
221,4005,HighEntropyFile
222,4005,HighEntropyFile
223,4005,WriteFile
224,4005,HighEntropyFile
225,4005,CloseHandle
226,4005,HighEntropyFile
227,4005,CloseHandle
228,4005,CloseHandle
229,4005,HighEntropyFile
230,4005,HighEntropyFile
231,4005,CloseHandle
