timestamp,pid,event
0,2082,DllMain
1,2082,RtlInitUnicodeString
2,2082,LdrGetDllHandle
3,2082,DllMain
4,2082,DllMain
5,2082,DllMain
6,2082,DllMain
7,2082,DllMain
8,2082,DllMain
9,2082,DllMain
10,2082,DllMain
11,2082,__set_app_type
12,2082,__p__fmode
13,2082,__p__commode
14,2082,_controlfp
15,2082,_initterm
16,2082,__getmainargs
17,2082,RtlAllocateHeap
18,2082,RtlSetLastWin32Error
19,2082,RtlUnicodeStringToAnsiString
20,2082,RtlFreeHeap
21,2082,_initterm
22,2082,LocalAlloc
23,2082,RtlAllocateHeap
24,2082,LocalAlloc
25,2082,RtlAllocateHeap
26,2082,LocalAlloc
27,2082,RtlAllocateHeap
28,2082,memset
29,2082,_setmbcp
30,2082,GetCursorPos
31,2082,RtlEnterCriticalSection
32,2082,RtlLeaveCriticalSection
33,2082,LocalAlloc
34,2082,RtlAllocateHeap
35,2082,_onexit
36,2082,lstrlenA
37,2082,malloc
38,2082,memcpy
39,2082,_onexit
40,2082,lstrlenA
41,2082,malloc
42,2082,memcpy
43,2082,_onexit
44,2082,lstrlenA
45,2082,malloc
46,2082,memcpy
47,2082,_onexit
48,2082,lstrlenA
49,2082,malloc
50,2082,memcpy
51,2082,_onexit
52,2082,GetStartupInfoA
53,2082,RtlAllocateHeap
54,2082,RtlUnicodeStringToAnsiString
55,2082,RtlUnicodeStringToAnsiString
56,2082,RtlUnicodeStringToAnsiString
57,2082,GetModuleHandleA
58,2082,NtQueryInformationProcess
59,2082,NtSetInformationProcess
60,2082,NtQueryInformationProcess
61,2082,NtSetInformationProcess
62,2082,RtlAllocateHeap
63,2082,RtlSetLastWin32Error
64,2082,RtlUnicodeStringToAnsiString
65,2082,RtlFreeHeap
66,2082,_mbsrchr
67,2082,_mbsinc
68,2082,_mbsinc
69,2082,_mbsinc
70,2082,_mbsinc
71,2082,_mbsinc
72,2082,_mbsinc
73,2082,_mbsinc
74,2082,_mbsinc
75,2082,_mbsinc
76,2082,_mbsinc
77,2082,_mbsinc
78,2082,_mbsinc
79,2082,_mbsinc
80,2082,_mbsinc
81,2082,_mbsinc
82,2082,_mbsinc
83,2082,_mbsinc
84,2082,_mbsinc
85,2082,_mbsinc
86,2082,_mbsinc
87,2082,_mbsinc
88,2082,_mbsinc
89,2082,_mbsinc
90,2082,_mbsinc
91,2082,_mbsinc
92,2082,_mbsinc
93,2082,_mbsinc
94,2082,_mbsinc
95,2082,_mbsinc
96,2082,_mbsinc
97,2082,_mbsinc
98,2082,_mbsinc
99,2082,_mbsinc
100,2082,_mbsinc
101,2082,_mbsinc
102,2082,_mbsinc
103,2082,_mbsinc
104,2082,_mbsinc
105,2082,_mbsinc
106,2082,_mbsinc
107,2082,_mbsinc
108,2082,_mbsinc
109,2082,_mbsinc
110,2082,_mbsinc
111,2082,_mbsinc
112,2082,_mbsinc
113,2082,_mbsinc
114,2082,_mbsinc
115,2082,_mbsinc
116,2082,_mbsinc
117,2082,_mbsinc
118,2082,_mbsinc
119,2082,_mbsinc
120,2082,_mbsinc
121,2082,_mbsinc
122,2082,_mbsinc
123,2082,_mbsinc
124,2082,_mbsinc
125,2082,_mbsinc
126,2082,_mbsinc
127,2082,_mbsinc
128,2082,_mbsinc
129,2082,_mbsinc
130,2082,_mbsinc
131,2082,_mbsinc
132,2082,_mbsinc
133,2082,_mbsinc
134,2082,_mbsinc
135,2082,_mbsinc
136,2082,_mbsinc
137,2082,_mbsinc
138,2082,_mbsinc
139,2082,_mbsinc
140,2082,_mbsinc
141,2082,_mbsinc
142,2082,_mbsinc
143,2082,_mbsinc
144,2082,_mbsinc
145,2082,_mbsinc
146,2082,_mbsinc
147,2082,_mbsinc
148,2082,_mbsinc
149,2082,_mbsinc
150,2082,_mbsinc
151,2082,_mbsinc
152,2082,_mbsinc
153,2082,_mbsinc
154,2082,_mbsinc
155,2082,_mbsinc
156,2082,_mbsinc
157,2082,_mbsinc
158,2082,_mbsinc
159,2082,_mbsinc
160,2082,_mbsinc
161,2082,_mbsinc
162,2082,_mbsinc
163,2082,_mbsinc
164,2082,_mbsinc
165,2082,_mbsinc
166,2082,_mbsinc
167,2082,_mbsinc
168,2082,_mbsinc
169,2082,_mbsinc
170,2082,_mbsinc
171,2082,_mbsinc
172,2082,_mbsinc
173,2082,_mbsinc
174,2082,_mbsinc
175,2082,_mbsinc
176,2082,_mbsinc
177,2082,_mbsinc
178,2082,_mbsinc
179,2082,_mbsinc
180,2082,_mbsinc
181,2082,_mbsinc
182,2082,_mbsinc
183,2082,_mbsinc
184,2082,_mbsinc
185,2082,_mbsinc
186,2082,_mbsinc
187,2082,_mbsinc
188,2082,_mbsinc
189,2082,_mbsinc
190,2082,_mbsinc
191,2082,_mbsinc
192,2082,_mbsinc
193,2082,_mbsinc
194,2082,strcpy_s
195,2082,_strdup
196,2082,FindResourceA
197,2082,LdrFindResource_U
198,2082,RtlNtStatusToDosError
199,2082,RtlSetLastWin32Error
200,2082,FindResourceA
201,2082,LdrFindResource_U
202,2082,_strdup
203,2082,strcpy_s
204,2082,_strdup
205,2082,strcat_s
206,2082,_strdup
207,2082,SetWindowsHookExA
208,2082,RtlInitUnicodeString
209,2082,LocalAlloc
210,2082,RtlAllocateHeap
211,2082,LocalAlloc
212,2082,RtlAllocateHeap
213,2082,LocalReAlloc
214,2082,RtlLockHeap
215,2082,RtlReAllocateHeap
216,2082,RtlUnlockHeap
217,2082,memset
218,2082,LocalAlloc
219,2082,RtlAllocateHeap
220,2082,GetModuleFileNameW
221,2082,RtlSetLastWin32Error
222,2082,CreateFileW
223,2082,RtlInitUnicodeStringEx
224,2082,RtlDosPathNameToRelativeNtPathName_U_WithStatus
225,2082,NtCreateFile
226,2082,RtlReleaseRelativeName
227,2082,RtlFreeHeap
228,2082,RtlFreeHeap
229,2082,RtlNtStatusToDosError
230,2082,RtlSetLastWin32Error
231,2082,FindResourceA
232,2082,LdrFindResource_U
233,2082,RtlNtStatusToDosError
234,2082,RtlSetLastWin32Error
235,2082,FindResourceA
236,2082,LdrFindResource_U
237,2082,RtlNtStatusToDosError
238,2082,RtlSetLastWin32Error
239,2082,RtlSetLastWin32Error
240,2082,RtlInitUnicodeString
241,2082,LdrFindResource_U
242,2082,RtlNtStatusToDosError
243,2082,RtlSetLastWin32Error
244,2082,LdrFindResource_U
245,2082,RtlNtStatusToDosError
246,2082,RtlSetLastWin32Error
247,2082,FindResourceA
248,2082,LdrFindResource_U
249,2082,FindResourceA
250,2082,LdrFindResource_U
251,2082,LdrAccessResource
252,2082,SetWindowsHookExA
253,2082,RtlInitUnicodeString
254,2082,malloc
255,2082,RtlInitAnsiStringEx
256,2082,RtlAnsiStringToUnicodeString
257,2082,RtlInitUnicodeStringEx
258,2082,LdrLoadDll
259,2082,LdrResFindResourceDirectory
260,2082,RtlEnterCriticalSection
261,2082,RtlInitAnsiString
262,2082,RtlAnsiStringToUnicodeString
263,2082,LdrGetDllHandle
264,2082,RtlInitAnsiString
265,2082,RtlAnsiStringToUnicodeString
266,2082,LdrGetDllHandle
267,2082,RtlInitAnsiString
268,2082,RtlAnsiStringToUnicodeString
269,2082,LdrGetDllHandle
270,2082,RtlInitAnsiString
271,2082,RtlAnsiStringToUnicodeString
272,2082,LdrGetDllHandle
273,2082,RtlInitAnsiString
274,2082,RtlAnsiStringToUnicodeString
275,2082,LdrGetDllHandle
276,2082,RtlAcquireSRWLockExclusive
277,2082,wcsrchr
278,2082,_wcsnicmp
279,2082,_wcsnicmp
280,2082,wcschr
281,2082,_wcsnicmp
282,2082,_wcsnicmp
283,2082,_wcsnicmp
284,2082,_wcsnicmp
285,2082,_wcsnicmp
286,2082,memmove
287,2082,RtlReleaseSRWLockExclusive
288,2082,_wcsicmp
289,2082,_wcsicmp
290,2082,LdrFindEntryForAddress
291,2082,wcsrchr
292,2082,wcsrchr
293,2082,LdrFindEntryForAddress
294,2082,wcsrchr
295,2082,wcsrchr
296,2082,wcsrchr
297,2082,wcsrchr
298,2082,wcsrchr
299,2082,wcsrchr
300,2082,wcsrchr
301,2082,wcsrchr
302,2082,wcsrchr
303,2082,wcsrchr
304,2082,wcsrchr
305,2082,wcsrchr
306,2082,wcsrchr
307,2082,wcsrchr
308,2082,LdrFindEntryForAddress
309,2082,wcsrchr
310,2082,wcsrchr
311,2082,wcsrchr
312,2082,wcsrchr
313,2082,wcsrchr
