timestamp,pid,event
0,2000,LoadImage
1,2000,ReadFile
2,2000,CreateFile
3,2000,RegQueryValue
4,2000,CreateFile
5,2000,LoadImage
6,2000,ReadFile
7,2000,ReadFile
8,2000,ReadFile
9,2000,RegCreateKey
10,2000,CreateFile
11,2000,LoadImage
12,2000,RegQueryValue
13,2000,RegQueryValue
14,2000,CreateFile
15,2000,CreateFile
16,2000,ReadFile
17,2000,CreateFile
18,2000,ReadFile
19,2000,LoadImage
20,2000,RegQueryValue
21,2000,CreateThread
22,2000,CreateFile
23,2000,CreateFile
24,2000,CreateFile
25,2000,CreateThread
26,2000,LoadImage
27,2000,LoadImage
28,2000,CreateFile
29,2000,CreateFile
30,2000,CreateThread
31,2000,LoadImage
32,2000,LoadImage
33,2000,CreateFile
34,2000,RegQueryValue
35,2000,CreateFile
36,2000,CreateFile
37,2000,RegQueryValue
38,2000,CreateThread
39,2000,RegQueryValue
40,2000,WriteFile
41,2000,ReadFile
42,2000,LoadImage
43,2000,RegCreateKey
44,2000,LoadImage
45,2000,ReadFile
46,2000,ReadFile
47,2000,RegCreateKey
48,2000,LoadImage
49,2000,CreateFile
50,2000,WriteFile
51,2000,RegQueryValue
52,2000,RegQueryValue
53,2000,CreateFile
54,2000,CreateThread
55,2000,RegQueryValue
56,2000,ReadFile
57,2000,RegCreateKey
58,2000,RegQueryValue
59,2000,RegCreateKey
60,2000,RegCreateKey
61,2000,CreateFile
62,2000,LoadImage
63,2000,RegQueryValue
64,2000,CreateFile
65,2000,RegQueryValue
66,2000,ReadFile
67,2000,CreateFile
68,2000,LoadImage
69,2000,LoadImage
70,2000,RegQueryValue
71,2000,CreateFile
72,2000,LoadImage
73,2000,LoadImage
74,2000,LoadImage
75,2000,RegQueryValue
76,2000,RegQueryValue
77,2000,CreateFile
78,2000,LoadImage
79,2000,LoadImage
80,2000,CreateFile
81,2000,CreateThread
82,2000,ReadFile
83,2000,ReadFile
84,2000,CreateThread
85,2000,ReadFile
86,2000,CreateFile
87,2000,ReadFile
88,2000,CreateFile
89,2000,ReadFile
90,2000,LoadImage
91,2000,ReadFile
92,2000,WriteFile
93,2000,RegQueryValue
94,2000,CreateFile
95,2000,ReadFile
96,2000,RegQueryValue
97,2000,CreateFile
98,2000,RegQueryValue
99,2000,CreateThread
100,2000,CreateFile
101,2000,ReadFile
102,2000,RegQueryValue
103,2000,ReadFile
104,2000,CreateFile
105,2000,LoadImage
106,2000,RegQueryValue
107,2000,ReadFile
108,2000,RegQueryValue
109,2000,CreateThread
110,2000,RegQueryValue
111,2000,ReadFile
112,2000,LoadImage
113,2000,LoadImage
114,2000,CreateThread
115,2000,LoadImage
116,2000,RegQueryValue
117,2000,LoadImage
118,2000,LoadImage
119,2000,WriteFile
120,2000,CreateThread
121,2000,RegCreateKey
122,2000,CreateThread
123,2000,CreateFile
124,2000,LoadImage
125,2000,CreateThread
126,2000,CreateThread
127,2000,RegQueryValue
128,2000,CreateFile
129,2000,LoadImage
130,2000,CreateFile
131,2000,LoadImage
132,2000,ReadFile
133,2000,RegQueryValue
134,2000,RegQueryValue
135,2000,RegQueryValue
136,2000,CreateFile
137,2000,CreateFile
138,2000,RegQueryValue
139,2000,LoadImage
140,2000,ReadFile
141,2000,CreateThread
142,2000,RegQueryValue
143,2000,ReadFile
144,2000,ReadFile
145,2000,LoadImage
146,2000,CreateThread
147,2000,CreateThread
148,2000,CreateThread
149,2000,LoadImage
150,2000,RegQueryValue
151,2000,CreateFile
152,2000,RegQueryValue
153,2000,LoadImage
154,2000,LoadImage
155,2000,LoadImage
156,2000,ReadFile
157,2000,RegQueryValue
158,2000,RegQueryValue
159,2000,CreateThread
160,2000,RegQueryValue
161,2000,ReadFile
162,2000,RegQueryValue
163,2000,CreateFile
164,2000,RegQueryValue
165,2000,ReadFile
166,2000,ReadFile
167,2000,RegCreateKey
168,2000,RegQueryValue
169,2000,RegQueryValue
170,2000,ReadFile
171,2000,CreateFile
172,2000,CreateThread
173,2000,RegCreateKey
174,2000,ReadFile
175,2000,RegCreateKey
176,2000,ReadFile
177,2000,RegQueryValue
178,2000,RegQueryValue
179,2000,CreateThread
180,2000,RegQueryValue
181,2000,ReadFile
182,2000,CreateFile
183,2000,LoadImage
184,2000,ReadFile
185,2000,LoadImage
186,2000,ReadFile
187,2000,CreateFile
188,2000,RegQueryValue
189,2000,RegQueryValue
190,2000,LoadImage
191,2000,LoadImage
192,2000,LoadImage
193,2000,CreateThread
194,2000,ReadFile
195,2000,ReadFile
196,2000,ReadFile
197,2000,CreateThread
198,2000,RegCreateKey
199,2000,LoadImage
200,2000,CreateFile
201,2000,ReadFile
202,2000,RegQueryValue
203,2000,ReadFile
204,2000,RegQueryValue
205,2000,CreateFile
206,2000,ReadFile
207,2000,CreateThread
208,2000,WriteFile
209,2000,ReadFile
210,2000,ReadFile
211,2000,LoadImage
212,2000,CreateFile
213,2000,RegQueryValue
214,2000,ReadFile
215,2000,ReadFile
216,2000,RegQueryValue
217,2000,CreateFile
218,2000,ReadFile
219,2000,WriteFile
220,2000,ReadFile
221,2000,RegQueryValue
222,2000,RegSetValue
223,2000,CreateFile
224,2000,ReadFile
225,2000,CreateThread
226,2000,CreateFile
227,2000,RegQueryValue
228,2000,CreateThread
229,2000,LoadImage
230,2000,LoadImage
231,2000,LoadImage
232,2000,RegCreateKey
233,2000,CreateThread
234,2000,CreateThread
235,2000,LoadImage
236,2000,RegQueryValue
237,2000,RegQueryValue
238,2000,LoadImage
239,2000,CreateThread
240,2000,LoadImage
241,2000,ReadFile
242,2000,CreateThread
243,2000,CreateThread
244,2000,CreateFile
245,2000,LoadImage
246,2000,LoadImage
247,2000,LoadImage
248,2000,LoadImage
249,2000,CreateFile
250,2000,RegQueryValue
251,2000,RegCreateKey
252,2000,LoadImage
253,2000,ReadFile
254,2000,RegCreateKey
255,2000,RegCreateKey
256,2000,LoadImage
257,2000,ReadFile
258,2000,ReadFile
