timestamp,pid,event
0,1269,CreateCompatibleDC
1,1269,CreateDIBitmap
2,1269,DeleteDC
3,1269,BeginPaint
4,1269,BeginPaint
5,1269,CallWindowProcW
6,1269,CreateEnhMetaFileA
7,1269,CreateHardwareEventMoniker
8,1269,CreateHardwareEventMoniker
9,1269,_stricmp
10,1269,DestroyCursor
11,1269,CreateCaret
12,1269,DefWindowProcW
13,1269,_wcsnicmp
14,1269,CreateCaret
15,1269,_stricmp
16,1269,DestroyAcceleratorTable
17,1269,CallWindowProcW
18,1269,DeleteDC
19,1269,CallWindowProcW
20,1269,_wcsnicmp
21,1269,"""Close	"""
22,1269,CallWindowProcW
23,1269,CreateBitmap
24,1269,BitBlt
25,1269,DefWindowProcW
26,1269,__dllonexit
27,1269,CreateFontA
28,1269,CreateAcceleratorTableW
29,1269,DeleteDC
30,1269,CreateEnhMetaFileA
31,1269,_wcsicmp
32,1269,DeleteObject
33,1269,_wcsicmp
34,1269,_aligned_offset_malloc
35,1269,_aligned_offset_malloc
36,1269,CreateEnhMetaFileA
37,1269,CloseThemeData
38,1269,CreateDIBitmap
39,1269,DeleteDC
40,1269,DefWindowProcW
41,1269,_lock
42,1269,DestroyCursor
43,1269,DefWindowProcW
44,1269,CreateCompatibleBitmap
45,1269,_initterm
46,1269,__dllonexit
47,1269,CreateAcceleratorTableW
48,1269,DeleteObject
49,1269,_lock
50,1269,_initterm
51,1269,DefWindowProcW
52,1269,CreateCompatibleBitmap
53,1269,_lock
54,1269,_unlock
55,1269,__dllonexit
56,1269,BitBlt
57,1269,CreateFontA
58,1269,_vsnprintf
59,1269,CreateFileW
60,1269,_initterm
61,1269,DestroyAcceleratorTable
62,1269,_vsnwprintf
63,1269,CreateBitmap
64,1269,__dllonexit
65,1269,CreateFontA
66,1269,_lock
67,1269,_wcsnicmp
68,1269,_wsplitpath_s
69,1269,_lock
70,1269,_wcsnicmp
71,1269,_wcsicmp
72,1269,CallWindowProcW
73,1269,DllGetVersion
74,1269,CreateAcceleratorTableW
75,1269,BeginPaint
76,1269,BeginPaint
77,1269,CreateCaret
78,1269,CreateHardwareEventMoniker
79,1269,DestroyCursor
80,1269,_stricmp
81,1269,_lock
82,1269,_unlock
83,1269,"""Close	"""
84,1269,DeleteDC
85,1269,CreateHardwareEventMoniker
86,1269,DestroyCursor
87,1269,CreateCompatibleBitmap
88,1269,_stricmp
89,1269,_unlock
90,1269,DestroyCursor
91,1269,_stricmp
92,1269,CreateCompatibleDC
93,1269,_wcsicmp
94,1269,_lock
95,1269,CreateDIBitmap
96,1269,_wcsnicmp
97,1269,_wcsicmp
98,1269,DeleteDC
99,1269,CreateCaret
100,1269,AdjustWindowRectEx
101,1269,_stricmp
102,1269,CreateBitmap
103,1269,_lock
104,1269,_initterm
105,1269,CreateBitmap
106,1269,DeleteDC
107,1269,DeleteObject
108,1269,CreateCompatibleDC
109,1269,_lock
110,1269,_unlock
111,1269,_stricmp
112,1269,CreateFontA
113,1269,CreateCompatibleDC
114,1269,BeginPaint
115,1269,BeginPaint
116,1269,CreateDCW
117,1269,BeginPaint
118,1269,__dllonexit
119,1269,DestroyCursor
120,1269,DestroyAcceleratorTable
121,1269,DeleteObject
122,1269,BeginPaint
123,1269,DeleteObject
124,1269,__dllonexit
125,1269,DestroyCursor
126,1269,__dllonexit
127,1269,CreateFontA
128,1269,"""Close	"""
129,1269,BeginPaint
130,1269,CreateAcceleratorTableW
131,1269,_wcsnicmp
132,1269,CreateDIBitmap
133,1269,BitBlt
134,1269,CreateCompatibleBitmap
135,1269,_wcsnicmp
136,1269,CallWindowProcW
137,1269,_vsnwprintf
138,1269,CreateDIBitmap
139,1269,DestroyCursor
140,1269,CreateCaret
141,1269,CreateCaret
142,1269,CreateCompatibleDC
143,1269,_initterm
144,1269,DefWindowProcW
145,1269,DefWindowProcW
146,1269,CreateBitmap
147,1269,BitBlt
148,1269,CreateCompatibleBitmap
149,1269,_wcsicmp
150,1269,DestroyCaret
151,1269,CreateEnhMetaFileA
152,1269,CreateBitmap
153,1269,CreateCaret
154,1269,_stricmp
155,1269,_aligned_offset_malloc
156,1269,CreateBitmap
157,1269,CreateHardwareEventMoniker
158,1269,_lock
159,1269,_wcsicmp
160,1269,CreateAcceleratorTableW
161,1269,DestroyCursor
162,1269,DefWindowProcW
163,1269,CreateFileW
164,1269,CreateFileW
165,1269,_stricmp
166,1269,_wcsnicmp
167,1269,CreateAcceleratorTableW
168,1269,CreateAcceleratorTableW
169,1269,_stricmp
170,1269,_unlock
171,1269,CreateCaret
172,1269,ClientToScreen
173,1269,CreateDIBitmap
174,1269,BitBlt
175,1269,CreateCompatibleDC
176,1269,_vsnwprintf
177,1269,CallWindowProcW
178,1269,DeleteDC
179,1269,_lock
180,1269,CloseHandle
181,1269,_wcsicmp
182,1269,DefWindowProcW
183,1269,_unlock
184,1269,CreateHardwareEventMoniker
185,1269,CloseThemeData
186,1269,DestroyCursor
187,1269,_unlock
188,1269,_stricmp
189,1269,_vsnwprintf
190,1269,CloseThemeData
191,1269,__dllonexit
192,1269,_stricmp
193,1269,ChangeWindowMessageFilterEx
194,1269,DeleteObject
195,1269,CreateFontW
196,1269,CreateFileW
197,1269,CallWindowProcW
198,1269,AdjustWindowRectEx
199,1269,CloseHandle
200,1269,__dllonexit
201,1269,_wcsicmp
202,1269,__dllonexit
203,1269,_wcsnicmp
204,1269,_itow
205,1269,_wcsnicmp
206,1269,CreateCompatibleDC
207,1269,CreateCompatibleBitmap
208,1269,DefWindowProcW
209,1269,CreateFontA
210,1269,DeleteObject
211,1269,_wcsnicmp
212,1269,CreateCompatibleDC
213,1269,CreateHardwareEventMoniker
214,1269,BeginPaint
215,1269,CreateCompatibleDC
216,1269,DeleteDC
217,1269,CreateHardwareEventMoniker
218,1269,__dllonexit
219,1269,DestroyCursor
220,1269,CreateDIBitmap
221,1269,CreateCaret
222,1269,DeleteDC
223,1269,BeginPaint
224,1269,CallWindowProcW
225,1269,AdjustWindowRectEx
226,1269,CreateAcceleratorTableW
227,1269,CreateEnhMetaFileA
228,1269,_wcsicmp
229,1269,CreateCompatibleBitmap
230,1269,DeleteDC
231,1269,CreateAcceleratorTableW
232,1269,_wcsicmp
233,1269,CreateEnhMetaFileA
234,1269,_initterm
235,1269,DeleteDC
236,1269,BeginPaint
237,1269,DeleteObject
238,1269,CreateCaret
239,1269,_wcsnicmp
240,1269,_vsnwprintf
241,1269,CallWindowProcW
242,1269,CreateCompatibleBitmap
243,1269,CreateHardwareEventMoniker
244,1269,CreateFontA
245,1269,DefWindowProcW
246,1269,BeginPaint
247,1269,DestroyAcceleratorTable
248,1269,CreateCaret
249,1269,CreateFontA
250,1269,CreateCompatibleDC
251,1269,bsearch
252,1269,CreateCaret
253,1269,CallWindowProcW
254,1269,CloseThemeData
255,1269,_unlock
256,1269,CreateCompatibleBitmap
257,1269,CloseThemeData
258,1269,_vsnprintf
259,1269,_wcsnicmp
260,1269,_wcsnicmp
261,1269,CreateCaret
262,1269,CallWindowProcW
263,1269,DestroyCaret
264,1269,DefWindowProcW
265,1269,_unlock
266,1269,CreateAcceleratorTableW
267,1269,ChangeWindowMessageFilterEx
268,1269,_unlock
269,1269,CreateCompatibleBitmap
270,1269,_wcsicmp
271,1269,CreateHardwareEventMoniker
272,1269,CreateCompatibleBitmap
273,1269,_lock
274,1269,_initterm
275,1269,BeginPaint
276,1269,_wcsnicmp
277,1269,DeleteObject
278,1269,_unlock
279,1269,_vsnwprintf
280,1269,DeleteObject
281,1269,BeginPaint
282,1269,DeleteDC
283,1269,DeleteDC
284,1269,CreateHardwareEventMoniker
285,1269,_lock
286,1269,"""Close	"""
287,1269,__dllonexit
288,1269,_stricmp
289,1269,CreateMDIWindowW
290,1269,__dllonexit
291,1269,_stricmp
292,1269,DestroyCursor
293,1269,CallWindowProcW
294,1269,DeleteObject
295,1269,CreateEnhMetaFileA
296,1269,_unlock
297,1269,DeleteObject
298,1269,DestroyCursor
299,1269,DefWindowProcW
300,1269,DeleteObject
301,1269,_unlock
302,1269,CreateCompatibleDC
303,1269,DeleteObject
304,1269,_unlock
305,1269,CreateCompatibleDC
306,1269,_stricmp
307,1269,CloseThemeData
308,1269,BitBlt
309,1269,DefWindowProcW
310,1269,_lock
311,1269,CreateCompatibleDC
312,1269,__dllonexit
313,1269,CreateProcessA
314,1269,DestroyCaret
315,1269,CreateBitmap
316,1269,CreateHardwareEventMoniker
317,1269,CallWindowProcW
318,1269,DefWindowProcW
319,1269,CloseHandle
320,1269,__dllonexit
321,1269,CreateDIBitmap
322,1269,CreateCompatibleBitmap
323,1269,DeleteDC
324,1269,BitBlt
325,1269,_stricmp
326,1269,BitBlt
327,1269,BitBlt
328,1269,BitBlt
329,1269,_unlock
330,1269,CallWindowProcW
331,1269,_unlock
332,1269,_vsnwprintf
333,1269,DeleteObject
334,1269,CloseThemeData
335,1269,BeginPaint
336,1269,_wcsnicmp
337,1269,CreateEnhMetaFileA
338,1269,CreateCompatibleBitmap
339,1269,ChangeWindowMessageFilter
340,1269,DeleteObject
341,1269,DeleteDC
342,1269,CreateHardwareEventMoniker
343,1269,CreateCompatibleBitmap
344,1269,_unlock
345,1269,_wcsnicmp
346,1269,CreateCompatibleDC
347,1269,BitBlt
348,1269,BitBlt
349,1269,CreateCompatibleBitmap
350,1269,DeleteObject
351,1269,BitBlt
352,1269,_wcsnicmp
353,1269,_vsnwprintf
354,1269,_lock
355,1269,DefWindowProcW
356,1269,CreateEnhMetaFileA
357,1269,DestroyAcceleratorTable
358,1269,BeginPaint
359,1269,CloseHandle
360,1269,CreateCompatibleDC
361,1269,DefWindowProcW
362,1269,CallWindowProcW
363,1269,_vsnwprintf
364,1269,CreateEnhMetaFileA
365,1269,CreateFileW
366,1269,_lock
367,1269,__dllonexit
368,1269,_initterm
369,1269,DestroyAcceleratorTable
370,1269,__dllonexit
371,1269,BitBlt
372,1269,DeleteDC
373,1269,BitBlt
374,1269,BitBlt
375,1269,_wcsicmp
376,1269,_lock
377,1269,BitBlt
378,1269,DestroyCursor
379,1269,BeginPaint
380,1269,BitBlt
381,1269,__dllonexit
382,1269,CallWindowProcW
383,1269,DeleteDC
384,1269,_wcsicmp
385,1269,_lock
386,1269,_vsnwprintf
387,1269,_stricmp
388,1269,"""Close	"""
389,1269,_wcsicmp
390,1269,CloseThemeData
391,1269,CreateCaret
392,1269,CreateFileW
393,1269,_lock
394,1269,DeleteDC
395,1269,CreateCompatibleDC
396,1269,_initterm
397,1269,CreateCaret
398,1269,CreateHardwareEventMoniker
399,1269,CreateProcessA
400,1269,CreateHardwareEventMoniker
401,1269,CreateFontA
402,1269,_lock
403,1269,CreateCompatibleBitmap
404,1269,_stricmp
405,1269,_stricmp
406,1269,_wcsicmp
407,1269,_itow
408,1269,_i64tow_s
409,1269,_vsnwprintf
410,1269,__dllonexit
411,1269,_initterm
412,1269,_i64tow_s
413,1269,CreateHardwareEventMoniker
414,1269,"""Close	"""
415,1269,_initterm
416,1269,_unlock
417,1269,_vsnwprintf
418,1269,CreateCompatibleBitmap
419,1269,_vsnwprintf
420,1269,CreateCompatibleBitmap
421,1269,_vsnwprintf
422,1269,_vsnwprintf
423,1269,CreateCaret
424,1269,_vsnwprintf
425,1269,_stricmp
426,1269,CreateCompatibleBitmap
427,1269,_itow
428,1269,DefWindowProcW
429,1269,CreateHardwareEventMoniker
430,1269,_wcsicmp
431,1269,ChangeWindowMessageFilterEx
432,1269,CreateCaret
433,1269,CreateCompatibleDC
434,1269,_unlock
435,1269,ChangeWindowMessageFilter
436,1269,CreateCaret
437,1269,DefWindowProcW
438,1269,__dllonexit
439,1269,DestroyCursor
440,1269,AdjustWindowRectEx
441,1269,DestroyAcceleratorTable
442,1269,DeleteObject
443,1269,CreateAcceleratorTableW
444,1269,CreateFontA
445,1269,CreateHardwareEventMoniker
446,1269,_unlock
447,1269,CreateAcceleratorTableW
448,1269,CreateBitmap
449,1269,_initterm
450,1269,DeleteDC
451,1269,CreateHardwareEventMoniker
452,1269,BeginPaint
453,1269,_initterm
454,1269,DestroyCursor
455,1269,_wcsnicmp
456,1269,CreateFontA
457,1269,_vsnwprintf
458,1269,BitBlt
459,1269,_wcsicmp
460,1269,_wcsnicmp
461,1269,CreateCompatibleDC
462,1269,_wcsicmp
463,1269,CreateCaret
464,1269,DestroyCursor
465,1269,CreateHardwareEventMoniker
466,1269,CallWindowProcW
467,1269,_wcsicmp
468,1269,DeleteObject
469,1269,CreateBitmap
470,1269,DestroyCursor
471,1269,DestroyAcceleratorTable
472,1269,DeleteObject
473,1269,DestroyCursor
474,1269,BeginPaint
475,1269,_initterm
476,1269,CallWindowProcW
477,1269,_vsnwprintf
478,1269,DestroyICeeFileGen
479,1269,CreateCompatibleDC
480,1269,BitBlt
481,1269,all_callbacks
482,1269,CreateCaret
483,1269,CloseHandle
484,1269,CreateFileW
485,1269,DestroyAcceleratorTable
486,1269,_i64tow_s
487,1269,DestroyCursor
488,1269,CreateCompatibleBitmap
489,1269,_vsnwprintf
490,1269,CreateFontA
491,1269,DefWindowProcW
492,1269,CreateFileW
493,1269,CreateCompatibleDC
494,1269,_vsnwprintf
495,1269,CoInitialize
496,1269,CreateEnhMetaFileA
497,1269,_i64tow_s
498,1269,DestroyAcceleratorTable
499,1269,CallWindowProcW
