timestamp,pid,event
0,1073,CreateProcess
1,1073,OpenFile
2,1073,ReadFile
3,1073,CloseHandle
4,1073,CreateProcess
5,1073,OpenFile
6,1073,ReadFile
7,1073,CloseHandle
8,1073,CreateProcess
9,1073,OpenFile
10,1073,ReadFile
11,1073,CloseHandle
12,1073,CreateProcess
13,1073,OpenFile
14,1073,ReadFile
15,1073,CloseHandle
16,1073,CreateProcess
17,1073,OpenFile
18,1073,ReadFile
19,1073,CloseHandle
20,1073,CreateProcess
21,1073,OpenFile
22,1073,ReadFile
23,1073,CloseHandle
24,1073,CreateProcess
25,1073,OpenFile
26,1073,ReadFile
27,1073,CloseHandle
28,1073,CreateProcess
29,1073,OpenFile
30,1073,ReadFile
31,1073,CloseHandle
32,1073,CreateProcess
33,1073,OpenFile
34,1073,ReadFile
35,1073,CloseHandle
36,1073,CreateProcess
37,1073,OpenFile
38,1073,ReadFile
39,1073,CloseHandle
40,1073,CreateProcess
41,1073,OpenFile
42,1073,ReadFile
43,1073,CloseHandle
